,movieId,genres,ratingnum,avg_rating
273,314,Children|Drama|Fantasy|Mystery,16,3.75
274,315,Action|Drama|Thriller,38,3.0789473684210527
275,316,Action|Adventure|Sci-Fi,140,3.375
276,317,Comedy|Drama|Fantasy,81,3.2037037037037037
277,318,Crime|Drama,317,4.429022082018927
278,319,Comedy|Drama|Thriller,20,3.6
279,320,Film-Noir|Thriller,1,3.0
280,321,Drama,2,4.0
281,322,Comedy|Drama,10,3.55
282,324,Comedy|Drama,1,4.0
283,325,Comedy,7,2.5
284,326,Drama,3,4.0
285,327,Action|Comedy|Sci-Fi,34,2.823529411764706
286,328,Horror|Thriller,10,3.15
287,329,Adventure|Drama|Sci-Fi,108,3.3935185185185186
288,330,Action|Crime|Horror,6,3.0
289,331,Drama,2,3.0
290,332,Horror|Sci-Fi,12,2.8333333333333335
291,333,Comedy,50,3.78
292,334,Drama,5,4.2
293,335,Mystery|Thriller,2,3.5
294,336,Drama|War,1,3.0
295,337,Drama,77,3.7662337662337664
296,338,Action|Sci-Fi|Thriller,19,2.8421052631578947
297,339,Comedy|Romance,98,3.4693877551020407
298,340,Adventure|Drama|War,5,3.4
299,341,Drama,2,4.0
300,342,Comedy,33,3.272727272727273
301,343,Children,5,2.9
302,344,Comedy,161,3.040372670807453
303,345,Comedy|Drama,36,3.5972222222222223
304,346,Drama|Musical,6,3.5
305,347,Drama|Film-Noir|Romance,6,3.5
306,348,Comedy,30,3.5833333333333335
307,349,Action|Crime|Drama|Thriller,110,3.6045454545454545
308,350,Drama|Mystery|Thriller,57,3.3859649122807016
309,351,Comedy|Drama|Romance,17,3.176470588235294
310,352,Comedy|Drama,2,2.5
311,353,Action|Crime|Fantasy|Thriller,64,3.609375
312,354,Drama,6,3.3333333333333335
313,355,Children|Comedy|Fantasy,42,2.357142857142857
314,356,Comedy|Drama|Romance|War,329,4.164133738601824
315,357,Comedy|Romance,103,3.5194174757281553
316,358,Drama,9,2.6666666666666665
317,359,Comedy|Drama|Romance,1,3.0
318,360,Action|Comedy,8,2.6875
319,361,Comedy|Drama|Romance,17,3.0588235294117645
320,362,Adventure|Children|Romance,34,3.5294117647058822
321,363,Documentary,2,4.0
322,364,Adventure|Animation|Children|Drama|Musical|IMAX,172,3.941860465116279
323,365,Drama,4,3.25
324,366,Drama|Horror|Mystery|Thriller,12,2.9166666666666665
325,367,Action|Comedy|Crime|Fantasy,157,3.1847133757961785
326,368,Adventure|Comedy|Western,74,3.5
327,369,Drama,2,4.0
328,370,Action|Comedy,58,3.060344827586207
329,371,Comedy|Drama,21,3.3095238095238093
330,372,Comedy|Drama|Romance,21,2.761904761904762
331,373,Thriller,11,3.6363636363636362
332,374,Children|Comedy,25,2.2
333,376,Action|Thriller,40,3.25
334,377,Action|Romance|Thriller,171,3.5292397660818713
335,378,Comedy|Romance,7,2.7857142857142856
336,379,Action|Sci-Fi|Thriller,21,2.5
337,380,Action|Adventure|Comedy|Romance|Thriller,178,3.497191011235955
338,381,Drama|Romance,11,3.8181818181818183
339,382,Drama|Horror|Romance|Thriller,16,3.15625
340,383,Western,21,3.0952380952380953
341,384,Action|Crime|Drama,2,3.25
342,385,Drama,1,4.0
343,386,Drama,1,3.0
344,387,Action|Comedy,4,2.375
345,388,Drama,2,3.0
346,389,Drama|Romance|War,2,4.5
347,390,Action|Crime|Drama,5,3.7
348,391,Crime|Drama,1,4.5
349,393,Action|Adventure|Fantasy,10,2.5
350,405,Action|Fantasy,12,2.4166666666666665
351,406,Drama,1,3.0
352,407,Horror|Thriller,8,3.4375
353,408,Drama,2,3.0
354,409,Crime|Drama,1,2.0
355,410,Children|Comedy|Fantasy,84,3.1011904761904763
356,412,Drama,15,3.5
357,413,Comedy,26,2.7884615384615383
358,414,Comedy,6,2.3333333333333335
359,415,Comedy|Thriller,16,2.53125
360,416,Western,8,2.5
361,417,Comedy|Romance,13,3.6923076923076925
362,418,Drama,2,3.0
363,419,Comedy,20,2.675
364,420,Action|Comedy|Crime|Thriller,59,2.7203389830508473
365,421,Adventure|Children|Drama,12,3.2083333333333335
366,422,Thriller,5,3.2
367,423,Action|Thriller,10,2.85
368,424,Drama,3,1.8333333333333333
369,425,Drama|Romance,2,3.75
370,426,Horror|Sci-Fi|Thriller,7,3.142857142857143
371,427,Drama|Mystery|Romance|Thriller,12,2.5416666666666665
372,428,Drama,18,3.7222222222222223
373,429,Comedy,6,2.0
374,430,Comedy|Drama,2,3.75
375,431,Crime|Drama,42,3.738095238095238
376,432,Adventure|Comedy|Western,55,2.6454545454545455
377,433,Comedy,8,2.75
378,434,Action|Adventure|Thriller,101,3.0346534653465347
379,435,Comedy|Sci-Fi,63,2.4206349206349205
380,436,Drama|Thriller,7,2.5714285714285716
381,437,Comedy,9,2.1666666666666665
382,438,Action|Comedy|Drama,7,2.7142857142857144
383,440,Comedy|Romance,76,3.5460526315789473
384,441,Comedy,42,3.9285714285714284
385,442,Action|Adventure|Sci-Fi,81,3.0925925925925926
386,444,Comedy|Romance,6,2.3333333333333335
387,445,Comedy,12,3.0
388,446,Drama|Romance,9,3.8333333333333335
389,448,Drama,8,3.625
390,449,Comedy,1,1.0
391,450,Comedy|Drama,7,3.0
392,451,Drama|Mystery|Romance,1,4.0
393,452,Drama,3,3.0
394,453,Comedy|Romance,5,2.8
395,454,Drama|Thriller,101,3.5346534653465347
396,455,Adventure|Children|Drama,37,2.391891891891892
397,456,Crime|Drama|Thriller,4,3.75
398,457,Thriller,190,3.9921052631578946
399,458,Drama|Western,5,2.8
400,459,Action|Adventure|Crime|Drama|Romance|Thriller,6,2.25
401,460,Comedy,3,2.6666666666666665
402,461,Drama|Romance,4,2.75
403,464,Action|Adventure|Crime|Thriller,10,2.9
404,466,Action|Comedy|War,60,2.8666666666666667
405,467,Comedy,1,5.0
406,468,Comedy|Romance,22,3.2045454545454546
407,469,Drama|Romance,5,3.4
408,470,Comedy,1,1.0
409,471,Comedy,40,3.55
410,472,Comedy|Drama,6,2.5833333333333335
411,473,Comedy|War,7,1.8571428571428572
412,474,Action|Thriller,70,3.692857142857143
413,475,Drama,25,4.3
414,476,Comedy|Drama,1,1.0
415,477,Drama|Musical,17,3.3823529411764706
416,478,Comedy|Crime|Drama,1,2.5
417,479,Action|Crime|Thriller,4,2.25
418,480,Action|Adventure|Sci-Fi|Thriller,238,3.75
419,481,Drama|Thriller,19,3.1578947368421053
420,482,Crime|Drama|Thriller,8,3.625
421,484,Adventure|Children,2,3.0
422,485,Action|Adventure|Comedy|Fantasy,53,2.9339622641509435
423,486,Comedy,3,3.0
424,487,Comedy|Western,4,2.5
425,488,Drama|Romance,1,3.0
426,489,Comedy,11,2.8636363636363638
427,490,Thriller,12,3.0
428,491,Drama,17,3.2941176470588234
429,492,Comedy|Mystery,14,3.75
430,493,Action|Crime|Drama,12,3.6666666666666665
431,494,Action|Adventure|Thriller,41,3.3780487804878048
432,495,Drama,1,5.0
433,496,Comedy|Drama|Romance|Thriller,1,5.0
434,497,Comedy|Romance,43,3.813953488372093
435,499,Comedy|Romance,2,2.5
436,500,Comedy|Drama,144,3.388888888888889
437,501,Drama,6,3.6666666666666665
438,502,Action|Children|Romance,15,2.3666666666666667
439,504,Action|Drama|Sci-Fi,2,3.0
440,505,Comedy,7,2.2142857142857144
441,506,Drama|Fantasy|Romance,2,4.5
442,507,Crime|Drama|Thriller,13,3.3846153846153846
443,508,Drama,66,3.6136363636363638
444,509,Drama|Romance,61,3.540983606557377
445,510,Drama,1,3.0
446,511,Action|Drama,2,3.0
447,512,Horror|Sci-Fi,4,3.0
448,513,Comedy|Mystery|Romance,4,3.375
449,514,Comedy,18,3.4166666666666665
450,515,Drama|Romance,24,3.6041666666666665
451,516,Comedy|Drama,18,3.0555555555555554
452,517,Action|Drama|Mystery,9,3.2777777777777777
453,518,Comedy,4,2.375
454,519,Action|Crime|Drama|Sci-Fi|Thriller,21,2.4047619047619047
455,520,Comedy,69,3.130434782608696
456,521,Crime|Thriller,3,3.1666666666666665
457,522,Action|Drama,7,3.2857142857142856
458,523,Drama,4,3.5
459,524,Drama,34,3.485294117647059
460,526,Drama,1,4.0
461,527,Drama|War,220,4.225
462,528,Comedy|Drama,3,2.3333333333333335
463,529,Drama,40,3.875
464,531,Children|Drama,24,3.25
465,532,Comedy|Crime|Horror,16,3.0
466,533,Action|Adventure|Fantasy|Mystery,18,2.888888888888889
467,534,Drama|Romance,14,3.607142857142857
468,535,Drama,15,3.2666666666666666
469,536,Drama,3,3.3333333333333335
470,537,Drama,12,3.1666666666666665
471,538,Drama,12,3.5833333333333335
472,539,Comedy|Drama|Romance,106,3.4716981132075473
473,540,Thriller,18,2.6666666666666665
474,541,Action|Sci-Fi|Thriller,124,4.100806451612903
475,542,Comedy|Drama|Romance,14,2.7857142857142856
476,543,Comedy|Romance|Thriller,41,3.317073170731707
477,544,Action|Crime,8,2.4375
478,546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,21,2.0
479,547,Action|Adventure|Thriller,2,3.25
480,548,Action|Mystery|Thriller,6,2.75
481,549,Drama|Musical,2,4.5
482,550,Comedy|Romance,5,3.4
483,551,Animation|Children|Fantasy|Musical,93,3.553763440860215
484,552,Action|Adventure|Comedy|Romance,61,3.262295081967213
485,553,Action|Drama|Western,65,3.8153846153846156
486,555,Crime|Thriller,65,3.8
487,556,Documentary,6,3.3333333333333335
488,558,Action|Adventure|Animation|Children|Fantasy,8,2.9375
489,562,Comedy|Drama,23,3.5434782608695654
490,563,Drama|Romance,1,4.0
491,564,Comedy,2,1.5
492,567,Comedy|Drama,3,2.0
493,568,Comedy|Drama,2,3.5
494,569,Comedy|Drama,6,2.6666666666666665
495,573,Drama,1,3.5
496,574,Comedy|Drama,4,3.25
497,575,Children|Comedy,16,2.65625
498,577,Adventure|Children|Drama,4,2.125
499,579,Crime|Thriller,1,3.0
500,580,Drama,5,2.8
501,581,Documentary,4,4.0
502,583,Comedy|Drama,1,4.0
503,585,Comedy,36,2.736111111111111
504,586,Children|Comedy,116,2.9956896551724137
505,587,Comedy|Drama|Fantasy|Romance|Thriller,115,3.4347826086956523
506,588,Adventure|Animation|Children|Comedy|Musical,183,3.7923497267759565
507,589,Action|Sci-Fi,224,3.970982142857143
508,590,Adventure|Drama|Western,164,3.8353658536585367
509,592,Action|Crime|Thriller,189,3.4285714285714284
510,593,Crime|Horror|Thriller,279,4.161290322580645
511,594,Animation|Children|Drama|Fantasy|Musical,77,3.616883116883117
512,595,Animation|Children|Fantasy|Musical|Romance|IMAX,146,3.7705479452054793
513,596,Animation|Children|Fantasy|Musical,60,3.45
514,597,Comedy|Romance,135,3.4851851851851854
515,599,Adventure|Western,11,3.8181818181818183
516,600,Action|Comedy|Crime,1,4.0
517,602,Documentary,1,4.0
518,605,Drama|Romance,10,3.0
519,606,Fantasy|Horror,4,3.0
520,608,Comedy|Crime|Drama|Thriller,181,4.116022099447513
521,609,Adventure|Children,14,3.5714285714285716
522,610,Action|Adventure|Animation|Horror|Sci-Fi,33,3.5454545454545454
523,611,Action|Horror|Sci-Fi,6,2.4166666666666665
524,612,Comedy,6,2.5
525,613,Drama|Romance,8,3.1875
526,615,Comedy|Drama,1,3.0
527,616,Animation|Children,45,3.411111111111111
528,617,Comedy|Drama,3,2.8333333333333335
529,618,Comedy|Romance,1,3.0
530,619,Comedy,5,2.6
531,626,Comedy,1,5.0
532,627,Drama|Thriller,6,3.3333333333333335
533,628,Crime|Drama|Mystery|Thriller,35,3.642857142857143
534,631,Adventure|Animation|Children|Fantasy|Musical|Romance,11,3.1818181818181817
535,632,Drama|War,1,4.0
536,633,Comedy,1,5.0
537,634,Comedy,4,2.25
538,635,Comedy|Drama,2,3.0
539,636,Drama,1,3.0
540,637,Comedy,33,3.0454545454545454
541,638,Romance,1,3.0
542,639,Comedy|Drama,4,3.0
543,640,Drama|Thriller,11,2.6818181818181817
544,645,Drama,2,3.5
545,647,Action|Crime|Drama|War,29,3.3275862068965516
546,648,Action|Adventure|Mystery|Thriller,162,3.537037037037037
547,649,Comedy|Drama,1,3.0
548,650,Drama,4,3.0
549,653,Action|Adventure|Fantasy,65,3.0923076923076924
550,656,Comedy,5,3.0
551,661,Adventure|Animation|Children|Fantasy|Musical,49,3.4489795918367347
552,662,Thriller,7,3.2857142857142856
553,663,Comedy,12,3.2916666666666665
554,665,Comedy|Drama|War,3,4.333333333333333
555,667,Action,8,2.8125
556,668,Drama,2,4.25
557,670,Drama,2,4.75
558,671,Comedy|Sci-Fi,36,3.486111111111111
559,673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,53,2.707547169811321
560,674,Adventure|Comedy|Sci-Fi,9,3.1666666666666665
561,678,Drama|Thriller,9,3.8333333333333335
562,679,Drama,1,4.0
563,680,Drama|Mystery|Romance|Sci-Fi|Thriller,4,4.125
564,685,Drama,2,4.0
565,688,Action|Adventure|Comedy|War,9,2.3333333333333335
566,691,Comedy|Romance,3,3.3333333333333335
567,692,Action|Sci-Fi|Thriller,4,2.0
568,694,Action|Crime|Drama,11,2.9545454545454546
569,695,Mystery|Thriller,2,4.0
570,697,Drama|Romance,5,2.7
571,698,Drama,1,1.0
572,700,Comedy,7,3.2142857142857144
573,703,Drama,2,2.0
574,704,Action|Adventure,7,2.5714285714285716
575,706,Drama,1,3.0
576,707,Crime|Drama|Thriller,21,2.880952380952381
577,708,Comedy|Romance,58,3.3879310344827585
578,709,Adventure|Animation|Children|Comedy|Musical,11,3.090909090909091
579,710,Comedy,8,2.5625
580,711,Adventure|Children,10,3.05
581,714,Drama|Mystery|Western,15,3.966666666666667
582,715,Drama|Romance,3,3.6666666666666665
583,718,Comedy|Fantasy|Sci-Fi,4,4.125
584,719,Comedy,35,2.842857142857143
585,720,Adventure|Animation|Comedy,27,4.092592592592593
586,722,Documentary,1,4.0
587,724,Drama|Fantasy|Horror|Thriller,31,3.032258064516129
588,725,Comedy,5,2.5
589,726,Drama,1,3.0
590,728,Comedy,10,3.5
591,731,Crime|Thriller,3,3.3333333333333335
592,733,Action|Adventure|Thriller,121,3.6404958677685952
593,735,Horror,7,3.9285714285714284
594,736,Action|Adventure|Romance|Thriller,123,3.321138211382114
595,737,Action|Sci-Fi,20,2.65
596,741,Animation|Sci-Fi,27,4.148148148148148
597,742,Horror|Thriller,11,2.8181818181818183
598,743,Comedy,29,2.5172413793103448
599,745,Animation|Children|Comedy,48,3.8958333333333335
600,747,Comedy,3,3.3333333333333335
601,748,Action|Sci-Fi|Thriller,22,3.1136363636363638
602,750,Comedy|War,97,4.268041237113402
603,757,Drama,1,4.0
604,759,Documentary,2,3.5
605,760,Drama|War,2,4.25
606,761,Action|Adventure,19,2.789473684210526
607,762,Comedy|Crime,41,2.4146341463414633
608,764,Drama|Romance,2,3.5
609,765,Comedy|Drama,19,3.1578947368421053
610,766,Drama,4,3.5
611,773,Drama,1,3.5
612,775,Horror|Mystery,1,3.0
613,778,Comedy|Crime|Drama,102,4.03921568627451
614,779,Drama|Romance,2,4.0
615,780,Action|Adventure|Sci-Fi|Thriller,202,3.4455445544554455
616,781,Drama,7,3.5
617,782,Drama|Thriller,8,3.0
618,783,Animation|Children|Drama|Musical|Romance,47,3.3297872340425534
619,784,Comedy|Thriller,54,2.8055555555555554
620,785,Comedy,42,3.369047619047619
621,786,Action|Drama|Thriller,64,3.109375
622,788,Comedy|Fantasy|Romance|Sci-Fi,82,2.731707317073171
623,790,Drama,1,2.0
624,791,Documentary,1,4.0
625,795,Drama,2,3.5
626,798,Action|Adventure|Drama|Thriller,12,2.7083333333333335
627,799,Comedy|Horror|Thriller,23,3.4565217391304346
628,800,Drama|Mystery|Western,19,4.157894736842105
629,801,Children|Comedy,11,3.1363636363636362
630,802,Drama|Romance,46,3.3369565217391304
631,803,Comedy|Drama|Romance,1,4.0
632,804,Comedy|Romance,8,3.25
633,805,Drama|Thriller,35,3.657142857142857
634,806,Crime|Drama,1,1.5
