,Unnamed: 0,movieId,ratingnum,avg_rating,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western,Film-Noir,(no genres listed)
122,122,149,1,2.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
123,123,150,201,3.845771144278607,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
124,124,151,44,3.5454545454545454,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
125,125,152,2,1.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
126,126,153,137,2.916058394160584,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
127,127,154,12,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,155,6,2.4166666666666665,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
129,129,156,3,3.333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,157,11,2.863636363636364,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,131,158,62,2.806451612903226,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,159,14,2.892857142857143,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
133,133,160,57,2.8771929824561404,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
134,134,161,103,3.6359223300970873,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
135,135,162,17,4.205882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
136,136,163,66,3.560606060606061,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
137,137,164,14,3.321428571428572,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
138,138,165,144,3.555555555555556,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
139,139,166,3,2.833333333333333,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
140,140,168,54,3.083333333333333,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
141,141,169,10,2.4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,170,35,3.2285714285714286,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
143,143,171,6,3.8333333333333335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,172,53,2.679245283018868,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
145,145,173,62,2.669354838709677,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
146,146,174,10,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,175,20,3.975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,176,13,4.307692307692308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,177,8,2.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,150,178,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,179,2,1.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,180,36,3.4027777777777777,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,181,17,2.264705882352941,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,154,183,2,3.5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
155,155,184,2,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,185,112,3.040178571428572,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
157,157,186,48,2.8229166666666665,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,187,4,4.125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,188,12,3.458333333333333,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
160,160,189,1,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,190,5,2.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162,162,191,6,2.4166666666666665,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,193,35,2.4714285714285715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,194,18,3.6666666666666665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,195,10,3.1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,196,45,2.6666666666666665,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
167,167,198,28,3.25,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
168,168,199,4,4.125,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
169,169,201,1,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,202,1,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,203,22,3.4318181818181817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,204,30,2.716666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,173,205,9,3.1666666666666665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,206,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,175,207,21,3.4285714285714284,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,208,115,2.9130434782608696,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
177,177,209,3,3.1666666666666665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,210,4,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,179,211,2,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,212,3,3.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
181,181,213,6,3.8333333333333335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,214,2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
183,183,215,24,4.041666666666667,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,216,49,3.326530612244898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,217,6,2.333333333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
186,186,218,14,3.4285714285714284,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,219,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,220,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,189,222,16,3.75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,223,104,3.855769230769231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,224,40,3.6125,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,225,52,3.5384615384615383,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
193,193,227,22,2.863636363636364,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
194,194,228,3,2.333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,229,7,3.4285714285714284,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
196,196,230,24,3.395833333333333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
197,197,231,133,3.0601503759398496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,232,14,3.892857142857143,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,233,12,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,234,17,2.588235294117647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,235,70,3.678571428571429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,236,45,3.477777777777778,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,203,237,22,3.340909090909091,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,238,2,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,239,17,3.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,240,4,2.375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,207,241,1,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,242,5,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
209,209,243,1,3.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,246,29,4.293103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
211,211,247,21,3.928571428571429,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
212,212,248,17,3.176470588235294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,213,249,18,3.7222222222222223,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,250,6,2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,251,3,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
216,216,252,43,3.453488372093023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,253,109,3.458715596330275,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
218,218,254,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,255,7,2.071428571428572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,220,256,35,2.8285714285714287,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,221,257,14,3.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
222,222,258,10,2.6,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,259,5,3.2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
224,224,260,251,4.231075697211155,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
225,225,261,42,3.880952380952381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,262,21,3.9047619047619047,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,263,1,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,265,33,3.939393939393939,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,266,68,3.397058823529412,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
230,230,267,17,2.9411764705882355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,269,2,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,270,5,3.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,271,4,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,272,31,3.758064516129033,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,273,28,2.946428571428572,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
236,236,274,7,2.9285714285714284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,275,6,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,276,22,3.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,277,38,3.223684210526316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,278,2,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,279,2,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,280,13,4.076923076923077,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
243,243,281,14,3.7857142857142856,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,282,40,3.3375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,283,3,3.6666666666666665,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
246,246,284,1,4.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
247,247,285,1,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
248,248,287,1,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,288,92,3.233695652173913,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
250,250,289,8,3.5625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,290,14,4.035714285714286,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
